,title,author,count,ratingdate,text,visitdate,likes,rating,weekday,month
231,My favourite restaurant,Dave P,5,2015-06-26,"I know that these days it's pretty impossible to get a table, and that the food is getting slightly more 'out there'. But I've quite simply never been disappointed. 

They're not giving the food away, but there's a real value for money there. The dishes...More",2015-02-01,1,5.0,Friday,June
232,Truly terrific.  Get your concierge to help you with reservations.  Do it far in advance.,moodbeast,100,2015-06-18,"It's a shame the previous review gave Septime an angry 2 star review because our experience was the total opposite.  We loved our 7 course dinner.  The portions weren't big, but they certainly weren't small either.  My husband was very pleased with the wine pairing...More",2015-06-01,0,5.0,Thursday,June
233,Inexcusable!,Theroux804,22,2015-06-17,"The owners and Chef Bertrand Grebaut really need to take a good hard look at what they are trying to achieve here.  Many reviewers talk about the difficulty in booking a table at Septime, I walked in off the street and was shown to a...More",2015-06-01,3,2.0,Wednesday,June
234,Good hipster food,SasquatchShu,38,2015-06-08,"After reading many reviews about this restaurant about the hail and hellfire traversed to get a booking I must say it was not too difficult in our case. We called exactly about 3 weeks before estimated date and happily were given a lunch table. 

The...More",2015-04-01,1,4.0,Monday,June
235,Exquisite ,Steven M,60,2015-05-30,"I worked very hard to get this reservation for lunch, but it was definitely worth the work.  They only take reservations exactly three weeks prior to the day on their website - reserve early in the day because they will all be gone quickly.  I...More",2015-05-01,2,5.0,Saturday,May
236,Good but not extraordinary.,Raymond P,48,2015-05-26,"Given the hype and the long wait to book a table, there are expectations. Let me be clear .. a 3 course lunch menu for Euro 30 is more than correct with a wine list that is extensive and also correctly priced. The staff (...More",2015-05-01,0,4.0,Tuesday,May
237,Overrated,Fauvel,35,2015-05-26,"Given how laborious it was to get a table here (many, many phone calls were needed to catch a human being--the online system didn't work for me), I had high expectations. I found Septime to be very good but really not excellent. I am a...More",2015-05-01,5,3.0,Tuesday,May
238,"Strong start, questionable end",Sylvie07,32,2015-05-25,"Our reservation was for 8:00 pm and we were seated immediately. The only option at Septime was the seven course chef’s menu for 65 Euro per person. In summary, we felt there were great entrees, good main, good service, ending with a strange ""transition"" dessert....More",2015-05-01,0,4.0,Monday,May
240,Superb experience,Lm72,14,2015-05-24,"A friend recommended Septime and explained that you have to book on-line 21 days in advance.  Obtaining a reservation was not easy but it was definitely worth it.  The setting is slightly rustic, which we liked, and the three course lunch menu was priced at...More",2015-05-01,0,5.0,Sunday,May
241,Feeling abused,kkovach,158,2015-05-18,"A party of 6 of us, all friends from the states, decided to have our final dinner at Septime. In our opinion, this is the most overrated restaurant in Paris.  It was an hour after sitting down that we had our first course...an unmemorable lump...More",2015-05-01,6,1.0,Monday,May
242,loved septime,travelgurl1234,38,2015-05-17,"this was a bit out of our way, but we ubered it to septime for a tres magnifique lunch. the food was outstanding and the wine list great. we loved the atmosphere too. this is a place a would go back to over and over.",2014-11-01,0,5.0,Sunday,May
243,A relaxing atmosphere with some fine food,Arielle Fu Hua Y,23,2015-05-16,"After my meal here, I booked Septime right away for two weeks later! 
First time here I had the 30 euro lunch menu and was amazed at how good the food was! Although made with simple, every-day ingredients, there is much skill to the food...More",2015-05-01,0,5.0,Saturday,May
244,Good food but may not worth the hassle,Hsiao-Hui W,82,2015-05-16,"This place, if book online, needs to be book exactly 3 weeks ahead, not a day early, not a day late. We went on a raining hoiday for lunch and the place was packed. Since it was a holiday, so for lunch only tasting menu...More",2015-05-01,0,3.0,Saturday,May
245,Exquisite cuisine ,ShoriSmith,11,2015-05-09,"Small, delicate , artistic designed all tasty dishes which gathers the taste of the season and the chef. Chapeau. I would avoid port and sea food",2015-05-09,0,4.0,Saturday,May
246,"Delicious food, impeccable service, and rustic chic décor!",Joobert,31,2015-05-02,"We arrived at Septime hungry for lunch, and with high hopes after reading so many good reviews. First and foremost, the service was fantastic. The waiters were attentive without being overbearing. They took their time to explain each menu item. The presentation and portion size...More",2015-04-01,3,5.0,Saturday,May
247,Good Food and Great Service,Chat1001,5,2015-05-02,"I was so excited to finally made a reservation at Septime and realized I made it in the wrong date.  Judith, was very accommodating and worked her magic to get us in for lunch.   I thought it would not happen as we had very limited...More",2015-05-02,1,5.0,Saturday,May
248,Great lunch,Joe W,4,2015-05-02,"The food was spectacular so was the service. If you can get in, it's a most go. Make sure to reserve a seat!",2015-05-02,1,5.0,Saturday,May
250,Good but not outstanding,TandTSwitzerland,813,2015-05-01,"I heard may good things about this place, most reviews are excellent, the chef is said to be one of the new shooting stars in Paris, so I had high expectations which were not fully met.

The reservation process is a nightmare - first I...More",2015-04-01,5,4.0,Friday,May
251,Foodie heaven,carnage99,147,2015-04-29,I loved this place. Thoughtful menu and service. A good change from traditional French food that most restaurants push at tourists. The degustation was perfect. Every course was delicious. Book online - No problems with a PC but no luck with iPad/iPhone.,2015-04-01,0,5.0,Wednesday,April
252,Hugely underrated. Superb,travelaussiefamily,254,2015-04-08,Septime is hard to get into. We booked by calling in the middle of the night from Australia weeks in advance. It was well worth it! The food is divine. We enjoyed the 6 course degustation lunch. The flavours were superb. Service was first class....More,2015-04-08,1,4.0,Wednesday,April
253,Dinner,Girodot,57,2015-03-07,"We have tried for a few months to get a table, never managed. Last night we took our chance and they had place availible at the counter. Not very comfortable, but the food and service was amazing. Definately one of my favourites in Paris",2015-03-01,1,5.0,Saturday,March
254,Amazing!!,carlabecc,20,2015-03-03,"An exceptional culinary experience !! Just amazing !! Six extraordinary dishes , a treat for your palate !!",2015-02-01,2,5.0,Tuesday,March
255,Incredible,TheMcGonigals,107,2015-02-26,"What's not to like about Septime? It's one of Paris' newest Michelin starred restaurants, it serves incredible food and the prices are extremely reasonable!

The Septime concept is simple - the menu is a surprise - the only thing your server asks is if you've...More",2015-02-26,3,5.0,Thursday,February
256,Had a nice time,nouglytourist,319,2015-02-18,"Passed by this restaurant a few times and noticed that it is always packed. Many trendy restaurants have opened up in the past few years in the 11th arrondissement. 

Like the modern decor. The heaters running up the length of the columns are very original....More",2015-02-01,0,4.0,Wednesday,February
257,Great restaurant,Gerald E,27,2015-02-14,"This place is what a great restaurant is about. Food is very inventive and extremely tasty Staff really cares and knows how to give professional friendly service. Not cheap but worth more then you  pay
Every dish was a beautiful surprise Go and enjoy",2015-02-01,2,5.0,Saturday,February
258,A new wave of Michelin stars,Loulwa_Kaloyeros,749,2015-01-18,We went for lunch and it is incredible value at 30$. As we were two we ordered all that was on the menu that day and nothing to regret. Everything was exquisitely cooked and presented. We had oysters in a mushroom broth and roasted heliantis...More,2015-01-01,1,5.0,Sunday,January
260,Where did that Michelin Star come from?,ArnoldKo,27,2015-01-04,"At the time I had lunch at Septime, it had been awarded one Michelin Star and was listed as number 53 in the San Pellegrino Restaurant List. Needless to say, my hopes were very high..

It started out well with a friendly reception by the...More",2014-07-01,7,2.0,Sunday,January
261,Great materials but boring,Sebastien_Leseine,1,2014-12-18,"After hearing about Septime for a long time, we finally had the opportunity to visit the place while on vacation and my expectations were pretty high. It unfortunately ending up disapointing.

Every dishes felt like it was great ingredients simply placed on a plate but...More",2014-06-01,2,3.0,Thursday,December
262,Eel. I love eel so much.,JennaPrice,91,2014-12-18,Hard to get good eel unless you want Japanese. Here it's in a soup with pear and cabbage and each flavour separate but working well together. Lively food combinations which probably wouldn't occur to most home cooks but all delicious - plus really great vegetables....More,2014-12-01,1,5.0,Thursday,December
263,An interesting experience,flame1982uk,60,2014-12-03,We had heard great things about Septime. And there's no doubt flashes of brilliance were evident...the steak tartare at the beginning of the meal was outstanding. As was the delicious bread and warmth and passion of the staff. But of the 7 course set menu...More,2014-12-03,0,3.0,Wednesday,December
264,Nice but overrated,Zabapolka,21,2014-11-18,"Second time in this restaurant after a year of absence unfortunatelly disapointed. Warm atmosphere and friendly service, but food very basic. Lack of imagination in creating the dishes, simple although perfectly cooked meat and fish. Not interesting enough to wait two months for the reservation....More",2014-11-01,0,3.0,Tuesday,November
265,Gastronomic tour of Paris,276brucem,86,2014-11-13,"We had dinner at Septime at the beginning of the month as part of a week-long eating tour of Paris to celebrate my brother in law's 60th birthday.  He selected the restaurants and wines, and we went along for the ride. And what a ride...More",2014-11-01,1,5.0,Thursday,November
266,Fabulous tasting menu that did not disappoint.,Randall P,76,2014-11-05,Really enjoyed our experience here. Unique dishes that respected the ingredients without trying too hard! The atmosphere was refreshing too!,2014-10-01,1,5.0,Wednesday,November
267,"Maybe it was us, not them",butch14nj,96,2014-10-14,"Our lunch at Septime two years ago was fabulous........5 star. This time we booked for dinner. On this night there was no menu to select from because it was ""a special seven course surprise menu"".  No choices just give us what you are allergic to...More",2014-10-01,2,3.0,Tuesday,October
268,Another great meal at Septime,MarieR770,24,2014-10-11,Some time ago we had dinner at Septime which we thoroughly enjoyed. On this occasion we could not get a booking for dinner but we were lucky enough to get a table for lunch. This was such a good meal – each dish was outstanding....More,2014-09-01,0,5.0,Saturday,October
270,Nice change from typical French food in Paris,StaceySnacks,88,2014-09-27,"We had a lovely lunch last week at Septime.
Not an easy reservation to get, I might add!

We had the 60 euros per person degustation 6 course tasting menu (not including wine) for lunch, which the chef chooses, they do not tell you what...More",2014-09-01,2,4.0,Saturday,September
271,Great,JeanV304,125,2014-09-24,"One of the new style of ""bistronomie"" restaurants, very good food in a casual atmosphere, not expensive, young and friendly staff.",2014-06-01,0,4.0,Wednesday,September
272,Disappointing service ruined a nice meal,Isolde L,1,2014-09-23,"Although the lunch fixed priced menu was a good deal and delicious, service was at times unprofessional and disingenuous. For example, our cutlery was not changed when plates were cleared and no apologies offered when we raised this issue with staff. Our group chose this...More",2014-09-01,1,2.0,Tuesday,September
273,Best restaurant experience in Paris,Eliza D,7,2014-09-22,"I was having a celebratory dinner with a friend, who is a total foodie and picked the restaurant based on excellent reviews. Beyond the food at Septime, which was superb, delicious and inventive, the service was extraordinary. 

It was the best culinary and service experience...More",2014-09-01,0,5.0,Monday,September
274,Excellent value for money with great food and attitude,CBRfinediners,54,2014-09-17,We ate a 3 course menu for lunch and thoroughly enjoyed it as did all other iners around us. Exceptional lunchtime menu at E30 p/p. really pleasant service.,2014-09-01,0,5.0,Wednesday,September
275,Definitely one of the best in Paris!,iashi,63,2014-09-15,"Had dinner twice at Septime and both times, the food was excellent. Different menus but we could taste the consistency and flavours that have made this restaurant popular. Additionally, service was great as the waiters tried their best to speak in a second language. Price-wise,...More",2014-07-01,1,5.0,Monday,September
276,A faultless experience,Gavin J,1,2014-09-09,We were incredibly lucky to get a table at this wonderful restaurant. Our french is poor but every single member of staff was accommodating and spoke perfect English to us. The decor is understated and subtle and the atmosphere was bustling and intimate. We ate...More,2014-09-01,5,5.0,Tuesday,September
277,Great Find,cyt2014,7,2014-09-03,"Had lunch here on our first day in Paris.   We were actually heading to another restaurant, but had heard of Septime in our research for our trip and decided to eat there.  We were not disappointed.  The wait staff was very attentive, and helped us...More",2014-09-01,3,5.0,Wednesday,September
278,Delicious,Cindy C,22,2014-08-30,"We were able to get a table at lunch the morning of. Food was fresh, interesting and delicious. Really genuine servers, great wines. Favourite dining experience in Paris.",2014-08-01,1,5.0,Saturday,August
280,big experience,mat k,4,2014-08-21,"a really good moment in this restaurant, amazing invented cooking, good atmosphere and a big winelist with incredible wines, the type of restaurant we need to have more!",2014-06-01,1,5.0,Thursday,August
281,So bad !!!,Quentin D,4,2014-07-28,"I had a meeting with many friends in front of the restaurant. I already book by phone 1 week before.
The staff told me, I couldn't seat on a chair...

I don't want to go there anymore !

Food was not fantastic ! I know...More",2014-07-01,6,2.0,Monday,July
282,overrated and overpriced,Unparisian,1,2014-07-23,It was quite tough to get a reservation (probably a strategy to make the place more sought-after); the restaurant even called beforehand to make sure that we really intended to go. Four of us went for lunch on a summer week day: the restaurant isn't...More,2014-07-01,5,3.0,Wednesday,July
283,allows cell phones,729SSS1970,2,2014-07-21,"We were able to get a reservation three weeks in advance and we would have enjoyed our meal, but as you may know, tables are small and close together in Paris and the couple next to us were on their cell phones the entire time...More",2014-05-01,1,2.0,Monday,July
284,Very ambitious. Maybe too.much so.,unloved,20,2014-07-12,"For several weeks before our recent trip to Paris, we attempted to make a reservation at this one Michelin star restaurant. Would you like a table at 9:39 on the third Sunday of the year 2016? How hot can a restaurant be? We eventually gave...More",2014-07-01,4,3.0,Saturday,July
285,Hype tough to understand,leloir,129,2014-07-08,Decent food for sure. Ingredients fresh. Preparation fine. But cramped tables. Uncomfortable chairs. Cold reception. Amateur  service. Not sure why so many food writers love this place. Or why the Michelin guide has awarded this place a star. I did not find this place exceptional...More,2014-07-01,1,3.0,Tuesday,July
286,Little Gem,Shanti M,215,2014-07-02,"Great food, wine and service. Limited menu especially for vegetarians or those with allergies. However, the staff were very accommodating. Near the Bastille.",2014-06-01,1,4.0,Wednesday,July
287,Terrific Farmhouse Vibe-Sophisticated market cuisine,Susan B,2,2014-06-24,"For the quality & price of the meal, couldn't be beat. We're tired of 3* restaurants-this is charming, very fresh market produce, only a couple of choices & either 5 courses at dinner or a choice of 3 or 5 at lunch. Fun vibe, very...More",2014-06-01,1,5.0,Tuesday,June
288,"Great meal with great value, informal atmosphere, friendly staff",mel7155,552,2014-06-23,"This restaurant is worth the effort to book in advance in terms of value, atmosphere and food.

The downside is the really difficult booking process as well as the difficult to find place. The place is peopled by locals so that indicates good food.

The...More",2014-06-01,3,5.0,Monday,June
290,Brilliant meal you shouldn't miss,vwconvdc1195,92,2014-06-18,"The food and service at this restaurant are wonderful. Having been to some of the world's top restaurants, I really think this restaurant deserves the accolades it receives. Yes, the reservation was hard to get but certainly easier at lunchtime (and cheaper). The setting is...More",2013-11-01,0,5.0,Wednesday,June
291,Focus on Flavors in Beautifully Rustic Setting,dpdes60,10,2014-06-05,"I must admit I was a bit apprehensive of the hype. In addition, the website reservation system is useless. However, all anxiety melted upon entering the rustic and glowing dining room. We were warmly received and true concern for our enjoyment was evidenced by the...More",2014-05-01,4,5.0,Thursday,June
292,Brilliant modern bistro meal,Tania_Chris,234,2014-06-04,"This is a true modern French bistro. The food is experimental and interesting, whilst at the same time really tasty with many layers of taste and texture. The bread is replenished constantly and you will need it to wipe the juices off the plates! I...More",2014-05-01,2,5.0,Wednesday,June
293,Fantastic spot! Don't miss this Parisian gem!,martha k,10,2014-06-03,"Best meal we had in Paris! Fantastic lunch, lovely wine pairings and simply marvellous food. Creative, fresh, and perfectly balanced meal. Will definitely return on our next visit!",2014-05-01,1,5.0,Tuesday,June
294,Amazing colorful tasty meal,PhilippeSunnyMIlliat,14,2014-05-29,"A surprise for your eyes, your nose, and your tongue. Just let it go with the flow. I had the chance to taste creative food, with very fresh quality product and the inspiration of the Chef Bertrand Grebaut.",2014-05-01,0,5.0,Thursday,May
295,Experience total,Dondanne79,5,2014-05-25,"I Had a recommendation to go to Septime, which I did, everything from decor, staff, food, wine is way above average. Here is a strict line and a clear focus what Septime wants to achieve and they do. There is one set menu at 58...More",2014-04-01,5,5.0,Sunday,May
296,brilliant,CR80,14,2014-05-22,"Eating ""carte blanche"" is always risky, as they can't always meet everyone's taste. In our case, my wife was overly happy with the menu they served on that evening, while it didn't exactly include my favourites - nevertheless, I very much appreciated its quality and...More",2014-05-01,1,4.0,Thursday,May
297,Phenominal,269jimg,86,2014-05-20,"My wife and I enjoy eating, but it is not a passion.  As a result, there are less than a handful of restaurants in the world that we would go out of our way to go back to.  Septime is one of those restaurants.  We...More",2014-05-01,1,5.0,Tuesday,May
298,Wow,fwv3,73,2014-05-17,"This restaurant deserves all the accolades it gets. The best meal and restaurant experience on this trip. The food, wine, service, staff and ambiance are all stellar. A must go!",2014-05-01,0,5.0,Saturday,May
300,disappointing,adis112014,9,2014-05-16,"booking required generally one month in advance, our expectations were quit high BUT.....
We were very disappointed from the restaurant, Main reasons are: 
- Poor wines list + how can you choose the wine without any hint of what are you going to eat !!...More",2014-05-01,2,2.0,Friday,May
301,Fabulous,Heather2515,4,2014-05-13,I booked on line 3 weeks ahead for a lunch celebration with my partner and daughter. We all enjoyed our 3 course selection and were grateful to our waiter for suggesting the pork which was outstanding. Portion sizes are generous and at €28 very good...More,2014-05-01,1,5.0,Tuesday,May
302,exceptional experience in paris,AHY2014,53,2014-05-10,"came here with some friends as i was told by a friend of the amazing food they served here, and surely enough I was not disappointed. Using a modern approach, they bring fresh ingredients to the table, French of course! The atmosphere was charming and...More",2014-04-01,2,4.0,Saturday,May
303,excellent modern French,julie f,4,2014-05-09,"As excited as I was to try French food, I was scared of super buttery and heavy sauces, so I went for a more modern approach. Septime is the so-called ""in"" place in Paris for well-done, modern French cuisine and the fun part--the 5 course...More",2014-04-01,0,5.0,Friday,May
304,looooooooooooved it,dee622,40,2014-05-04,"hands down our best meal in paris. i had to stalk the reservation system to get a table. first, i speak terrible french and the staff explained everything to me in english. i don't eat dairy and they changed up the recipe for me.  my...More",2014-04-01,3,5.0,Sunday,May
305,"Innovative kitchen, charming setting, and superb service for great value",ClintWorldWide,121,2014-05-02,"I used to live in Paris years ago, and when one of my Parisian friends insisted on making a lunch reservation at Septime over a month in advance I wondered what all the fuss was about.  She tends to have good taste, so I went...More",2014-03-01,2,5.0,Friday,May
306,Food excels but attitude disappoints,madisonJL,4,2014-04-28,"We arrived on time for our reservation to a near empty restaurant, finished each course on time, ordered two bottles of wine suggested by the server, and enjoyed an excellent meal. But before we finished our coffee the server delivered the check without being asked....More",2014-04-01,3,4.0,Monday,April
307,"Amazing, creative food and excellent service",Mikearmo,29,2014-04-23,"Had a great dinner at Septime for my wife's birthday. I was looking forward to the meal from the moment we booked it and it didn't disappoint. The food was fantastic, each course was completely different to the last, and there were some really interesting...More",2014-04-01,2,5.0,Wednesday,April
308,Wonderful meal in a great setting,Shelley B,19,2014-04-15,"We were almost afraid, after anticipating our meal at Septime for a few months, that we would be disappointed but the food was sublime, the atmosphere, charming, and the service friendly, but professional and unobtrusive.  Be sure to book ahead and get the address because...More",2014-04-01,0,5.0,Tuesday,April
310,Lunch with Friends,JoBoLasher,42,2014-04-15,We booked online as early as was possible on the web site for the three course lunch and confirmed the booking by email three days ahead (for non French speakers this system is very reassuring). The restaurant was most professional and accommodating (our server was...More,2014-04-01,0,5.0,Tuesday,April
311,Great restaurant (best desserts ever),Jacobo_tbp,15,2014-04-08,"Food is great, and it was a great experience overall.  Things we loved:
1) The kitchen is open, you can see everything that they´re preparing which is awesome
2) Everybody speaks perfect english
3) Food is great but their desserts are out of this world....More",2014-03-01,2,5.0,Tuesday,April
312,Innovative and delicious!,stingray1224,92,2014-03-18,"Booked online for a special night with my wife about 2 weeks in advance.  Very cool place, nice deco, no sign.  We went in with high expectations of course based on the reviews, awards and hype.  We were not disappointed.  We took the fixed menu...More",2014-03-01,3,5.0,Tuesday,March
313,Neo Gastro bistro,RemcoD_12,141,2014-03-13,"Bistro style: wooden tables, your cutlery to be kept for your next course,informal well stocked winelist,democratic prices. Fixed menu,2 semi starters,2 deserts.I asked to skip the deserts ( not made by the chef,I am convinced) and add a 3 rd fish course. Yes,they did,an interesting...More",2014-03-01,1,4.0,Thursday,March
314,"excellent value, great service",jameshH9861PP,8,2014-02-21,"bearing in mind that we ate at lastrance 2 nights previously, this was an excellent meal. we had a the set lunch menu which was great value and the service cant be faulted, very relaxed, alot of english speaking to help explain some parts of...More",2014-02-01,1,5.0,Friday,February
315,Go for the five course taster,MattJames355,14,2014-02-14,"What a lovely little restaurant. Somehow we walked straight past it first time, but so so glad we turned round and found it. We must have come right at the start of service. We walked in to an almost empty restaurant and wondered why there...More",2014-02-01,3,5.0,Friday,February
316,Excellent tasting menu,MrsLomax,2,2014-01-29,"Lovely food at Septime, and excellent wine list. We had the five course tasting menu, everything was delicious.",2014-01-01,1,5.0,Wednesday,January
317,Simple but well done,Abbey S,50,2014-01-22,"Opening Remarks:
-One of the more difficult restaurants to get a reservation (book online at least 2 weeks in advance)
-Currently #49 in the World’s top 50 restaurants
-The current Head Chef is the young Bertrand Grébaut
-Located in the Ledru-Rollin area of Paris

Ambiance:...More",2013-09-01,6,4.0,Wednesday,January
320,"always fresh, inventive and delightful",tansyliverwort,44,2013-12-30,"You may have to book months in advance, before you leave home, but it's well worth the effort for the fresh, inventive meals prepared by the staff at this wonderful restaurant",2013-12-01,0,5.0,Monday,December
321,Go With An Open Mind,Nefelokokigia,333,2013-11-27,"The room is completely spare, with off white walls, second hand store furnishings, and a young and hip waitstaff.  The tables are well placed for a touch of privacy (at least compared to most Paris restaurants).  It is very difficult getting a reservation here, so...More",2013-11-01,1,4.0,Wednesday,November
322,Just go with the flow,antriaboutiquelodge,77,2013-11-14,We worked hard to get a table at Septime in the end getting a local to book for us but it was worth it. You have the Chef choice menu so great to be taken out of your comfort zone as you have no control...More,2013-10-01,1,5.0,Thursday,November
323,Lovely place for lunch,kateoz,104,2013-11-11,"I tried for weeks before my trip to make a lunch reservation, but wasn't successful. Turning up on a Wednesday at 12.15pm, I was offered one of the two seats at the bar. (That's not two available seats; there are ONLY two seats at the...More",2013-10-01,0,4.0,Monday,November
324,HIGE EXPECTATIONS,JNBCPT,32,2013-11-01,"After reading many of the reviews here and recommendations on other websites, we decided to celebrate a special occasion in this restaurant.

Reserving a table was not easy . We therefore tried another approach and just stepped in. Staff was very welcoming and tried very...More",2013-10-01,0,3.0,Friday,November
325,"Quirky, but not at all bad",Tony R,575,2013-10-31,"Septime is really a very nice restaurant that serves meals that are a little out of the ordinary. Located on a busy street, the restaurant features tables constructed from old wood taken from railway carriages - there's no danger that anything will harm these tables!...More",2013-10-01,1,5.0,Thursday,October
326,Delicious and interesting food,Rhonda B,21,2013-10-23,"You have to be quick off the mark to get a booking at Septime 3 weeks in advance, but is worth the effort. The food was interesting, innovative and tasty. Service friendly and attentive and overall, reasonable value for money.",2013-10-01,0,5.0,Wednesday,October
327,Septime Cave - great wine bar,Claire O,4,2013-10-20,"I've never eaten at Septime restaurant. I've heard wonderful things but it's frankly outside my price range. I recently found the gorgeous little cave that accompanies it and now I go there all the time. Nice wine, friendly servers, and small plates of cheese etc...More",2013-10-01,3,5.0,Sunday,October
328,Delicious lunch,jwobkk,783,2013-10-19,Loved the lunch here.  Fresh and delicious food.  Fantastic wines by the bottle and glass.  Passionate service and an attractive setting.  Everything you look for in a great restaurant.,2013-10-01,0,5.0,Saturday,October
330,On the Mark,TCarrigan,14,2013-10-10,"My wife and I walked in to Septime, and were able to get a table for dinner although this is a talked-about, popular place. It's a reinvention of the bistro with fresh, pure, seasonal ingredients and a fixed menu, five courses for 55 euros. The...More",2013-07-01,1,5.0,Thursday,October
331,A house divided,pen1,500,2013-10-02,I agree with Mark Bitman on one point about Septime. The food preparation and technique are excellent. Beyond that my wife agrees with Bitman in terms of the food. She would rate it 5 stars. I rate it three. My basic problem is I did...More,2013-10-01,2,4.0,Wednesday,October
332,Fantastic experience,AandM2008,63,2013-09-30,Lunch was a delight. Did not disappoint. Wine and drink pairings were lovely. A very special experience.,2013-09-01,1,5.0,Monday,September
333,Fabulous,Famtime123,3,2013-09-19,"For the moment at least, this is a fabulous restaurant in paris! The atmosphere is that of a modern bistro with understated elegance and beautifully presented food. Fine, well coordinated flavours paired with wonderful wines from smaller less known, but excellent producers of france make...More",2013-09-01,0,5.0,Thursday,September
334,Delicious!,ClaraJ180,6,2013-09-19,"The squid appetizer was heavenly!  So was the lamb, butternut squash and the herbed ice cream. Would definitely recommend.",2013-09-01,1,4.0,Thursday,September
335,Maladeeeeeeeeee :),trailofcrumbs15,152,2013-09-17,"Wow what a surprise. I have been to Le Chateaubriand a while back and was very disappointed. I thought Septime might be similar, but thank God, everything they served was just beautiful. Good service too! Make sure you book in advance to avoid disappointment.",2013-09-01,2,4.0,Tuesday,September
336,A real gastronomic trip,ThMoC,178,2013-09-14,"Septime is this year's restaurant with ""buzz.""  Another highly regarded young chef abandoned the star route of sous chef waiting patiently for the top job to strike out on his own away from the expensive center of town. Consequently, the ambiance, while interesting, is simple...More",2013-09-01,1,5.0,Saturday,September
337,Lives up to the hype,rachelnyc60763,56,2013-09-11,"This place is perpetually booked so reserve a few weeks in advance, it is well worth it. The menu changes daily and ingredients were all very fresh and seasonal. I had the tasting menu and everything from the perfectly prepared tuna to the crisp pork...More",2013-05-01,1,5.0,Wednesday,September
338,Simple french cooking at its best,HappyFeet25,60,2013-09-08,I had the 3 course lunch for €28. Best value for money meal in Paris. I had a starter of white beans cooked with lard and served with slivers of raw octopus n crunchy seaweed. The taste was really light but beautifully cooked. The salty...More,2013-08-01,0,4.0,Sunday,September
340,Wonderful,BrugesBricks,17,2013-09-08,By happy coincidence this restaurant was across the street from the hotel we stayed in during our trip to Paris. I'd failed to secure a reservation in advance but we asked anyway; there was one table left for the 12.15 lunch slot on the day...More,2013-09-01,0,5.0,Sunday,September
341,Fantastic meal,H3117SXmikes,5,2013-09-03,We loves the surprises that the chef brought us. The food was delicious and plenty of it. The sorbets were the best! The fish soup was incredible.,2013-09-03,0,5.0,Tuesday,September
342,Well worth it.,NancyB38,38,2013-08-05,"We were lucky enough to get a Friday lunch reservation at Septime (seriously, this involved calculating what day the Friday slots would come open and then pouncing on the on-line reservation site the minute that happened).  We arrived at 1:30 to discover that the small...More",2013-06-01,0,5.0,Monday,August
343,Essential (if you can get a reservation),neilbontoft,25,2013-07-30,I've had foods of all shapes and standards and Septime is definitely up there with one of the best meals I've had. From arrival I felt relaxed and at home. I was sat with a great view of the kitchen and could see the brigade...More,2013-07-01,0,5.0,Tuesday,July
344,"Very good, not quite great",rumtytum,60,2013-07-21,"Septime came toweringly recommended, almost impossible to get into. The reality is good, but not what the hype led us to expect. Quite simple food, nicely presented, expertly cooked. In a world that extends from McDonalds' sugary rubbish all the way to bistro predictability it's...More",2013-06-01,0,4.0,Sunday,July
345,Amazing tasting menu in the 11th,bccorb,67,2013-07-17,I found out about this place from an article in the New York Times so always worry that will cause restaurant to be overrun with other tourists and/or have gone downhill due to that overrun.  I need not have worried as though there were other...More,2013-07-01,1,5.0,Wednesday,July
346,delightful lunch,LittleHunter,44,2013-06-26,"We booked in advance and had a wonderful lunch here today. If you're going with someone who doesn't mind giving you a taste of their food and vice versa, then I recommend the 3 course prix-fixe as opposed to the 5 courses where you get...More",2013-06-01,1,4.0,Wednesday,June
347,15th wedding anniversary meal,Stephen W,12,2013-06-24,"My goal was to invite my French wife to this neighbourhood hotspot on the 13th of June, our anniversary date, for dinner. This being a very tough table to reserve we had to settle for lunch on the 18th. That was the only negative part...More",2013-06-01,1,5.0,Monday,June
348,Just the kind of food you like to eat and just the type of restaurant you like to eat in,pcouture29,40,2013-06-20,Despite now being rated one of the best restaurants in the world Septime is an easy going place where you do not need to dress especially well. I recommend dressing your usual stylish way and you'll be okay. Reservations are made on the website and...More,2013-06-01,1,4.0,Thursday,June
350,Like a warm hug,gridskipper212,5,2013-06-20,"After being sat without a reservation, something that never happens in paris, (and the restaurant was totally full) we felt special. Even moreso after the soulful tasting menu of the freshest vegetables and fish/meat. We were treated to a special orange wine that was truly...More",2013-05-01,0,5.0,Thursday,June
351,A Hot New Restaurant,mjmack08,41,2013-06-08,"We have just discovered Septime, and (if we can ever manage to get reservations again) intend to return.  Very popular--so much so that many simply have given up on getting dinner reservations and go for lunch, which is also a great option, depending on your...More",2013-05-01,1,5.0,Saturday,June
352,Excellent atmosphere and cuisine,Cheryl094,336,2013-06-06,"Septime doesn't look like anything special from the outside, but inside is quite tastefully decorated and is a nice change from other restaurants of its caliber. We waited three weeks for a lunch reservation but once there, we enjoyed the entire experience and the pricing...More",2013-05-01,0,5.0,Thursday,June
353,Absolutely amazing lunch,DCMundo,28,2013-06-04,"My partner and I were very fortunate when a fellow guest at our hotel offered us a reservation at Septime they had made a month in advance, but could not use because of other commitments.  This was one of the top two meals in a...More",2013-05-01,1,5.0,Tuesday,June
